CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,IC50 (uM)
DU145_PROSTATE,DU 145,Sorafenib,RTK,8.0
DV90_LUNG,DV-90,Sorafenib,RTK,8.0
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB1,Sorafenib,RTK,8.0
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB2,Sorafenib,RTK,8.0
EBC1_LUNG,EBC-1,Sorafenib,RTK,8.0
EFE184_ENDOMETRIUM,EFE-184,Sorafenib,RTK,8.0
EFM19_BREAST,EFM-19,Sorafenib,RTK,8.0
EFO21_OVARY,EFO-21,Sorafenib,RTK,4.917966366
EFO27_OVARY,EFO-27,Sorafenib,RTK,8.0
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EM-2,Sorafenib,RTK,2.948649883
EN_ENDOMETRIUM,EN,Sorafenib,RTK,8.0
ES2_OVARY,ES-2,Sorafenib,RTK,8.0
ESS1_ENDOMETRIUM,ESS-1,Sorafenib,RTK,8.0
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,F-36P,Sorafenib,RTK,0.246048254
FADU_UPPER_AERODIGESTIVE_TRACT,FaDu,Sorafenib,RTK,8.0
FU97_STOMACH,FU97,Sorafenib,RTK,8.0
FUOV1_OVARY,FU-OV-1,Sorafenib,RTK,5.110904694
G361_SKIN,G-361,Sorafenib,RTK,4.969456196
G401_SOFT_TISSUE,G-401,Sorafenib,RTK,3.704551458
G402_SOFT_TISSUE,G-402,Sorafenib,RTK,1.491993666
GAMG_CENTRAL_NERVOUS_SYSTEM,GAMG,Sorafenib,RTK,8.0
GB1_CENTRAL_NERVOUS_SYSTEM,GB-1,Sorafenib,RTK,6.686256886
GCIY_STOMACH,GCIY,Sorafenib,RTK,8.0
GCT_SOFT_TISSUE,GCT,Sorafenib,RTK,8.0
GI1_CENTRAL_NERVOUS_SYSTEM,GI-1,Sorafenib,RTK,8.0
GLC82_LUNG,GLC-82,Sorafenib,RTK,8.0
GMS10_CENTRAL_NERVOUS_SYSTEM,GMS-10,Sorafenib,RTK,8.0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,GRANTA-519,Sorafenib,RTK,8.0
H4_CENTRAL_NERVOUS_SYSTEM,H4,Sorafenib,RTK,8.0
HARA_LUNG,HARA,Sorafenib,RTK,8.0
HCC1187_BREAST,HCC1187,Sorafenib,RTK,8.0
HCC1395_BREAST,HCC1395,Sorafenib,RTK,8.0
HCC15_LUNG,HCC-15,Sorafenib,RTK,8.0
HCC1569_BREAST,HCC1569,Sorafenib,RTK,8.0
HCC1806_BREAST,HCC1806,Sorafenib,RTK,8.0
HCC1954_BREAST,HCC1954,Sorafenib,RTK,8.0
HCC2935_LUNG,HCC2935,Sorafenib,RTK,8.0
HCC4006_LUNG,HCC4006,Sorafenib,RTK,8.0
HCC44_LUNG,HCC-44,Sorafenib,RTK,8.0
HCC56_LARGE_INTESTINE,HCC-56,Sorafenib,RTK,8.0
HCC70_BREAST,HCC70,Sorafenib,RTK,8.0
HCC78_LUNG,HCC-78,Sorafenib,RTK,8.0
HCC827_LUNG,HCC827,Sorafenib,RTK,8.0
HCT116_LARGE_INTESTINE,HCT 116,Sorafenib,RTK,6.208874226
HCT15_LARGE_INTESTINE,HCT-15,Sorafenib,RTK,7.161734104
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HD-MY-Z,Sorafenib,RTK,7.934947491
HDQP1_BREAST,HDQ-P1,Sorafenib,RTK,8.0
HEC151_ENDOMETRIUM,HEC-151,Sorafenib,RTK,7.363659382
HEC1A_ENDOMETRIUM,HEC-1-A,Sorafenib,RTK,8.0
HEC1B_ENDOMETRIUM,HEC-1-B,Sorafenib,RTK,0.30542944
HEC251_ENDOMETRIUM,HEC-251,Sorafenib,RTK,8.0
HEC265_ENDOMETRIUM,HEC-265,Sorafenib,RTK,7.848872185
HEC59_ENDOMETRIUM,HEC-59,Sorafenib,RTK,4.897384644
HEC6_ENDOMETRIUM,HEC-6,Sorafenib,RTK,8.0
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL 92.1.7,Sorafenib,RTK,8.0
HEP3B217_LIVER,Hep 3B2.1-7,Sorafenib,RTK,8.0
HEPG2_LIVER,Hep G2,Sorafenib,RTK,8.0
HEYA8_OVARY,Hey-A8,Sorafenib,RTK,7.243388653
HGC27_STOMACH,HGC-27,Sorafenib,RTK,8.0
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HH,Sorafenib,RTK,3.383168946
HLE_LIVER,HLE,Sorafenib,RTK,8.0
HLF_LIVER,HLF,Sorafenib,RTK,8.0
HMC18_BREAST,HMC-1-8,Sorafenib,RTK,6.195916176
HMCB_SKIN,HMCB,Sorafenib,RTK,7.296435833
HOS_BONE,HOS,Sorafenib,RTK,8.0
HPAC_PANCREAS,HPAC,Sorafenib,RTK,8.0
HPAFII_PANCREAS,HPAF-II,Sorafenib,RTK,8.0
HS229T_LUNG,Hs 229.T,Sorafenib,RTK,8.0
HS294T_SKIN,Hs 294T,Sorafenib,RTK,8.0
HS578T_BREAST,Hs 578T,Sorafenib,RTK,8.0
HS683_CENTRAL_NERVOUS_SYSTEM,Hs 683,Sorafenib,RTK,8.0
HS695T_SKIN,Hs 695T,Sorafenib,RTK,8.0
HS729_SOFT_TISSUE,Hs 729,Sorafenib,RTK,8.0
HS739T_BREAST,Hs 739.T,Sorafenib,RTK,8.0
HS746T_STOMACH,Hs 746T,Sorafenib,RTK,8.0
HS766T_PANCREAS,Hs 766T,Sorafenib,RTK,8.0
HS840T_UPPER_AERODIGESTIVE_TRACT,Hs 840.T,Sorafenib,RTK,8.0
HS852T_SKIN,Hs 852.T,Sorafenib,RTK,8.0
HS895T_SKIN,Hs 895.T,Sorafenib,RTK,8.0
HS936T_SKIN,Hs 936.T,Sorafenib,RTK,8.0
HS939T_SKIN,Hs 939.T,Sorafenib,RTK,8.0
HS944T_SKIN,Hs 944.T,Sorafenib,RTK,8.0
HSC2_UPPER_AERODIGESTIVE_TRACT,HSC-2,Sorafenib,RTK,4.682631493
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HT,Sorafenib,RTK,6.917999744
HT1080_SOFT_TISSUE,HT-1080,Sorafenib,RTK,8.0
HT1197_URINARY_TRACT,HT-1197,Sorafenib,RTK,8.0
HT1376_URINARY_TRACT,HT-1376,Sorafenib,RTK,8.0
HT144_SKIN,HT-144,Sorafenib,RTK,8.0
HT29_LARGE_INTESTINE,HT-29,Sorafenib,RTK,8.0
HUCCT1_BILIARY_TRACT,HuCCT1,Sorafenib,RTK,8.0
HUH1_LIVER,huH-1,Sorafenib,RTK,8.0
HUPT3_PANCREAS,HUP-T3,Sorafenib,RTK,8.0
HUPT4_PANCREAS,HUP-T4,Sorafenib,RTK,8.0
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HuT 78,Sorafenib,RTK,8.0
IALM_LUNG,IA-LM,Sorafenib,RTK,6.588274479
IGR37_SKIN,IGR-37,Sorafenib,RTK,8.0
IGR39_SKIN,IGR-39,Sorafenib,RTK,8.0
IGROV1_OVARY,IGROV1,Sorafenib,RTK,6.602256298
IM95_STOMACH,IM95,Sorafenib,RTK,8.0
IMR32_AUTONOMIC_GANGLIA,IMR-32,Sorafenib,RTK,8.0
IPC298_SKIN,IPC-298,Sorafenib,RTK,7.745028973
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,Ishikawa (Heraklio) 02 ER-,Sorafenib,RTK,8.0
ISTMES1_PLEURA,IST-MES1,Sorafenib,RTK,8.0
ISTMES2_PLEURA,IST-MES2,Sorafenib,RTK,5.200558186
J82_URINARY_TRACT,J82,Sorafenib,RTK,8.0
JHH2_LIVER,JHH-2,Sorafenib,RTK,8.0
JHH4_LIVER,JHH-4,Sorafenib,RTK,8.0
JHH5_LIVER,JHH-5,Sorafenib,RTK,8.0
JHH6_LIVER,JHH-6,Sorafenib,RTK,8.0
JHH7_LIVER,JHH-7,Sorafenib,RTK,4.188977242
JHOS2_OVARY,JHOS-2,Sorafenib,RTK,8.0
JHOS4_OVARY,JHOS-4,Sorafenib,RTK,8.0
JHUEM2_ENDOMETRIUM,JHUEM-2,Sorafenib,RTK,8.0
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JM1,Sorafenib,RTK,8.0
JMSU1_URINARY_TRACT,JMSU-1,Sorafenib,RTK,3.876948833
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JURKAT,Sorafenib,RTK,3.920067787
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JVM-3,Sorafenib,RTK,6.987101078
K029AX_SKIN,K029AX,Sorafenib,RTK,8.0
KALS1_CENTRAL_NERVOUS_SYSTEM,KALS-1,Sorafenib,RTK,8.0
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-299,Sorafenib,RTK,8.0
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-422,Sorafenib,RTK,8.0
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-620,Sorafenib,RTK,2.025591068
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KASUMI-2,Sorafenib,RTK,6.908866405
KCIMOH1_PANCREAS,KCI-MOH1,Sorafenib,RTK,8.0
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KCL-22,Sorafenib,RTK,3.61183238
KE39_STOMACH,KE-39,Sorafenib,RTK,8.0
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KE-97,Sorafenib,RTK,4.538650513
KELLY_AUTONOMIC_GANGLIA,KELLY,Sorafenib,RTK,8.0
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KG-1,Sorafenib,RTK,8.0
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KHM-1B,Sorafenib,RTK,4.015206337
KLE_ENDOMETRIUM,KLE,Sorafenib,RTK,8.0
KMBC2_URINARY_TRACT,KMBC-2,Sorafenib,RTK,8.0
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMM-1,Sorafenib,RTK,2.797390938
KMRC1_KIDNEY,KMRC-1,Sorafenib,RTK,8.0
KMRC2_KIDNEY,KMRC-2,Sorafenib,RTK,8.0
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-11,Sorafenib,RTK,4.98896122
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-12-BM,Sorafenib,RTK,8.0
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-26,Sorafenib,RTK,7.193710327
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-34,Sorafenib,RTK,3.752606869
KNS42_CENTRAL_NERVOUS_SYSTEM,KNS-42,Sorafenib,RTK,8.0
KNS60_CENTRAL_NERVOUS_SYSTEM,KNS-60,Sorafenib,RTK,8.0
KNS62_LUNG,KNS-62,Sorafenib,RTK,8.0
KNS81_CENTRAL_NERVOUS_SYSTEM,KNS-81,Sorafenib,RTK,8.0
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KO52,Sorafenib,RTK,0.269100364
KP1N_PANCREAS,KP-1N,Sorafenib,RTK,8.0
KP1NL_PANCREAS,KP-1NL,Sorafenib,RTK,8.0
KP2_PANCREAS,KP-2,Sorafenib,RTK,8.0
KP3_PANCREAS,KP-3,Sorafenib,RTK,5.156407833
KP4_PANCREAS,KP4,Sorafenib,RTK,4.013171196
KPNSI9S_AUTONOMIC_GANGLIA,KP-N-SI9s,Sorafenib,RTK,5.632163525
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KU812,Sorafenib,RTK,8.0
KURAMOCHI_OVARY,KURAMOCHI,Sorafenib,RTK,0.585202599
KYM1_SOFT_TISSUE,KYM-1,Sorafenib,RTK,8.0
KYSE140_OESOPHAGUS,KYSE-140,Sorafenib,RTK,8.0
KYSE150_OESOPHAGUS,KYSE-150,Sorafenib,RTK,8.0
KYSE180_OESOPHAGUS,KYSE-180,Sorafenib,RTK,8.0
KYSE30_OESOPHAGUS,KYSE-30,Sorafenib,RTK,8.0
KYSE410_OESOPHAGUS,KYSE-410,Sorafenib,RTK,8.0
KYSE450_OESOPHAGUS,KYSE-450,Sorafenib,RTK,8.0
KYSE510_OESOPHAGUS,KYSE-510,Sorafenib,RTK,8.0
KYSE520_OESOPHAGUS,KYSE-520,Sorafenib,RTK,8.0
KYSE70_OESOPHAGUS,KYSE-70,Sorafenib,RTK,8.0
L33_PANCREAS,L3.3,Sorafenib,RTK,8.0
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-363,Sorafenib,RTK,4.853794575
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-428,Sorafenib,RTK,5.844584942
LC1SQSF_LUNG,LC-1/sq-SF,Sorafenib,RTK,8.0
LCLC103H_LUNG,LCLC-103H,Sorafenib,RTK,8.0
LN18_CENTRAL_NERVOUS_SYSTEM,LN-18,Sorafenib,RTK,8.0
LN229_CENTRAL_NERVOUS_SYSTEM,LN-229,Sorafenib,RTK,8.0
LOUNH91_LUNG,LOU-NH91,Sorafenib,RTK,8.0
LOXIMVI_SKIN,LOX IMVI,Sorafenib,RTK,8.0
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LP-1,Sorafenib,RTK,0.774890772
LS123_LARGE_INTESTINE,LS123,Sorafenib,RTK,8.0
LS411N_LARGE_INTESTINE,LS411N,Sorafenib,RTK,8.0
LS513_LARGE_INTESTINE,LS513,Sorafenib,RTK,8.0
LU99_LUNG,LU99,Sorafenib,RTK,4.511263371
LUDLU1_LUNG,LUDLU-1,Sorafenib,RTK,8.0
M059J,M059J,Sorafenib,RTK,8.0
MALME3M_SKIN,Malme-3M,Sorafenib,RTK,7.791688919
MB157_BREAST,MB 157,Sorafenib,RTK,8.0
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MC116,Sorafenib,RTK,8.0
MCAS_OVARY,MCAS,Sorafenib,RTK,8.0
MCF7_BREAST,MCF7,Sorafenib,RTK,8.0
MDAMB157_BREAST,MDA-MB-157,Sorafenib,RTK,8.0
MDAMB175VII_BREAST,MDA-MB-175-VII,Sorafenib,RTK,8.0
MDAMB415_BREAST,MDA-MB-415,Sorafenib,RTK,8.0
MDAMB435S_SKIN,MDA-MB-435S,Sorafenib,RTK,8.0
MDAMB436_BREAST,MDA-MB-436,Sorafenib,RTK,8.0
MDAMB453_BREAST,MDA-MB-453,Sorafenib,RTK,4.255000591
MDAMB468_BREAST,MDA-MB-468,Sorafenib,RTK,2.424199783
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEC-1,Sorafenib,RTK,7.480983734
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEG-01,Sorafenib,RTK,8.0
MELHO_SKIN,MEL-HO,Sorafenib,RTK,6.380600452
MESSA_SOFT_TISSUE,MES-SA,Sorafenib,RTK,8.0
MEWO_SKIN,MeWo,Sorafenib,RTK,8.0
MFE280_ENDOMETRIUM,MFE-280,Sorafenib,RTK,8.0
MFE296_ENDOMETRIUM,MFE-296,Sorafenib,RTK,8.0
MFE319_ENDOMETRIUM,MFE-319,Sorafenib,RTK,8.0
MG63_BONE,MG-63,Sorafenib,RTK,8.0
MHHES1_BONE,MHH-ES-1,Sorafenib,RTK,3.228831291
MIAPACA2_PANCREAS,MIA PaCa-2,Sorafenib,RTK,8.0
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Mino,Sorafenib,RTK,8.0
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MJ,Sorafenib,RTK,8.0
MKN45_STOMACH,MKN-45,Sorafenib,RTK,7.639038086
MKN7_STOMACH,MKN7,Sorafenib,RTK,8.0
MKN74_STOMACH,MKN74,Sorafenib,RTK,8.0
MOGGCCM_CENTRAL_NERVOUS_SYSTEM,MOG-G-CCM,Sorafenib,RTK,8.0
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLP-8,Sorafenib,RTK,8.0
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT-16,Sorafenib,RTK,4.559615612
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MONO-MAC-1,Sorafenib,RTK,0.007336914
MORCPR_LUNG,MOR/CPR,Sorafenib,RTK,8.0
MPP89_PLEURA,MPP 89,Sorafenib,RTK,8.0
MSTO211H_PLEURA,MSTO-211H,Sorafenib,RTK,6.981843472
NCIH1048_LUNG,NCI-H1048,Sorafenib,RTK,7.31484127
NCIH1092_LUNG,NCI-H1092,Sorafenib,RTK,8.0
NCIH1155_LUNG,NCI-H1155,Sorafenib,RTK,8.0
NCIH1184_LUNG,NCI-H1184,Sorafenib,RTK,8.0
NCIH1299_LUNG,NCI-H1299,Sorafenib,RTK,8.0
NCIH1339_LUNG,NCI-H1339,Sorafenib,RTK,5.292191029
NCIH1341_LUNG,NCI-H1341,Sorafenib,RTK,8.0
NCIH1355_LUNG,NCI-H1355,Sorafenib,RTK,8.0
NCIH1373_LUNG,NCI-H1373,Sorafenib,RTK,8.0
NCIH1563_LUNG,NCI-H1563,Sorafenib,RTK,8.0
NCIH1568_LUNG,NCI-H1568,Sorafenib,RTK,7.921915531
NCIH1573_LUNG,NCI-H1573,Sorafenib,RTK,8.0
NCIH1581_LUNG,NCI-H1581,Sorafenib,RTK,8.0
NCIH1648_LUNG,NCI-H1648,Sorafenib,RTK,8.0
NCIH1650_LUNG,NCI-H1650,Sorafenib,RTK,8.0
NCIH1651_LUNG,NCI-H1651,Sorafenib,RTK,8.0
NCIH1666_LUNG,NCI-H1666,Sorafenib,RTK,8.0
NCIH1693_LUNG,NCI-H1693,Sorafenib,RTK,8.0
NCIH1694_LUNG,NCI-H1694,Sorafenib,RTK,8.0
NCIH1703_LUNG,NCI-H1703,Sorafenib,RTK,1.57709527
NCIH1792_LUNG,NCI-H1792,Sorafenib,RTK,8.0
NCIH1793_LUNG,NCI-H1793,Sorafenib,RTK,8.0
NCIH1869_LUNG,NCI-H1869,Sorafenib,RTK,8.0
NCIH1915_LUNG,NCI-H1915,Sorafenib,RTK,8.0
NCIH1944_LUNG,NCI-H1944,Sorafenib,RTK,8.0
NCIH1975_LUNG,NCI-H1975,Sorafenib,RTK,8.0
NCIH2009_LUNG,NCI-H2009,Sorafenib,RTK,8.0
NCIH2023_LUNG,NCI-H2023,Sorafenib,RTK,8.0
NCIH2030_LUNG,NCI-H2030,Sorafenib,RTK,5.207033157
NCIH2052_PLEURA,NCI-H2052,Sorafenib,RTK,8.0
NCIH2085_LUNG,NCI-H2085,Sorafenib,RTK,8.0
NCIH2087_LUNG,NCI-H2087,Sorafenib,RTK,4.511748314
NCIH211_LUNG,NCI-H211,Sorafenib,RTK,8.0
NCIH2122_LUNG,NCI-H2122,Sorafenib,RTK,7.538781166
NCIH2170_LUNG,NCI-H2170,Sorafenib,RTK,8.0
NCIH2172_LUNG,NCI-H2172,Sorafenib,RTK,0.026705228
NCIH2228_LUNG,NCI-H2228,Sorafenib,RTK,8.0
NCIH226_LUNG,NCI-H226,Sorafenib,RTK,8.0
NCIH2286_LUNG,NCI-H2286,Sorafenib,RTK,7.001390934
NCIH23_LUNG,NCI-H23,Sorafenib,RTK,8.0
NCIH2444_LUNG,NCI-H2444,Sorafenib,RTK,8.0
NCIH2452_PLEURA,NCI-H2452,Sorafenib,RTK,8.0
NCIH28_PLEURA,NCI-H28,Sorafenib,RTK,8.0
NCIH322_LUNG,NCI-H322,Sorafenib,RTK,8.0
NCIH3255_LUNG,NCI-H3255,Sorafenib,RTK,8.0
NCIH358_LUNG,NCI-H358,Sorafenib,RTK,8.0
NCIH441_LUNG,NCI-H441,Sorafenib,RTK,8.0
NCIH460_LUNG,NCI-H460,Sorafenib,RTK,8.0
NCIH520_LUNG,NCI-H520,Sorafenib,RTK,8.0
NCIH522_LUNG,NCI-H522,Sorafenib,RTK,8.0
NCIH647_LUNG,NCI-H647,Sorafenib,RTK,8.0
NCIH650_LUNG,NCI-H650,Sorafenib,RTK,8.0
NCIH661_LUNG,NCI-H661,Sorafenib,RTK,8.0
NCIH727_LUNG,NCI-H727,Sorafenib,RTK,8.0
NCIH747_LARGE_INTESTINE,NCI-H747,Sorafenib,RTK,8.0
NCIH810_LUNG,NCI-H810,Sorafenib,RTK,8.0
NCIN87_STOMACH,NCI-N87,Sorafenib,RTK,8.0
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCO2,Sorafenib,RTK,2.736567497
NIHOVCAR3_OVARY,NIH:OVCAR-3,Sorafenib,RTK,2.027971539
NUGC3_STOMACH,NUGC-3,Sorafenib,RTK,7.127600193
NUGC4_STOMACH,NUGC-4,Sorafenib,RTK,8.0
OC314_OVARY,OC 314,Sorafenib,RTK,8.0
OC315_OVARY,OC 315,Sorafenib,RTK,8.0
OC316_OVARY,OC 316,Sorafenib,RTK,8.0
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-AML2,Sorafenib,RTK,2.15498209
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-AML5,Sorafenib,RTK,1.325611115
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-LY10,Sorafenib,RTK,8.0
OCUM1_STOMACH,OCUM-1,Sorafenib,RTK,8.0
OE21_OESOPHAGUS,OE21,Sorafenib,RTK,8.0
OE33_OESOPHAGUS,OE33,Sorafenib,RTK,8.0
ONCODG1_OVARY,ONCO-DG-1,Sorafenib,RTK,8.0
ONS76_CENTRAL_NERVOUS_SYSTEM,ONS-76,Sorafenib,RTK,4.204772472
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OPM-2,Sorafenib,RTK,8.0
OV90_OVARY,OV-90,Sorafenib,RTK,7.591075897
OVCAR4_OVARY,OVCAR-4,Sorafenib,RTK,5.216080189
OVCAR8_OVARY,OVCAR-8,Sorafenib,RTK,6.164680958
OVMANA_OVARY,OVMANA,Sorafenib,RTK,8.0
OVSAHO_OVARY,OVSAHO,Sorafenib,RTK,8.0
OVTOKO_OVARY,OVTOKO,Sorafenib,RTK,8.0
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P12-ICHIKAWA,Sorafenib,RTK,6.101369381
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31/FUJ,Sorafenib,RTK,4.265406132
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P3HR-1,Sorafenib,RTK,8.0
PANC0203_PANCREAS,Panc 02.03,Sorafenib,RTK,5.704259872
PANC0327_PANCREAS,Panc 03.27,Sorafenib,RTK,8.0
PANC0403_PANCREAS,Panc 04.03,Sorafenib,RTK,0.993234644
PANC1005_PANCREAS,Panc 10.05,Sorafenib,RTK,2.948683799
PATU8902_PANCREAS,PA-TU-8902,Sorafenib,RTK,8.0
PC14_LUNG,PC-14,Sorafenib,RTK,8.0
PC3_PROSTATE,PC-3,Sorafenib,RTK,8.0
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Pfeiffer,Sorafenib,RTK,8.0
PK1_PANCREAS,PK-1,Sorafenib,RTK,8.0
PK45H_PANCREAS,PK-45H,Sorafenib,RTK,8.0
PK59_PANCREAS,PK-59,Sorafenib,RTK,8.0
PL45_PANCREAS,PL45,Sorafenib,RTK,8.0
PLCPRF5_LIVER,PLC/PRF/5,Sorafenib,RTK,8.0
PSN1_PANCREAS,PSN1,Sorafenib,RTK,8.0
QGP1_PANCREAS,QGP-1,Sorafenib,RTK,8.0
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Raji,Sorafenib,RTK,8.0
RD_SOFT_TISSUE,RD,Sorafenib,RTK,8.0
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Reh,Sorafenib,RTK,8.0
RERFGC1B_STOMACH,RERF-GC-1B,Sorafenib,RTK,8.0
RERFLCAI_LUNG,RERF-LC-AI,Sorafenib,RTK,8.0
RERFLCMS_LUNG,RERF-LC-MS,Sorafenib,RTK,8.0
RKN_OVARY,RKN,Sorafenib,RTK,8.0
RKO_LARGE_INTESTINE,RKO,Sorafenib,RTK,8.0
RL952_ENDOMETRIUM,RL95-2,Sorafenib,RTK,8.0
RPMI7951_SKIN,RPMI-7951,Sorafenib,RTK,8.0
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RPMI-8402,Sorafenib,RTK,5.420713425
RT112_URINARY_TRACT,RT-112,Sorafenib,RTK,4.822282791
RT4_URINARY_TRACT,RT4,Sorafenib,RTK,0.190259154
RVH421_SKIN,RVH-421,Sorafenib,RTK,8.0
SAOS2_BONE,Saos-2,Sorafenib,RTK,8.0
SBC5_LUNG,SBC-5,Sorafenib,RTK,5.130649567
SCABER_URINARY_TRACT,SCaBER,Sorafenib,RTK,8.0
SCC25_UPPER_AERODIGESTIVE_TRACT,SCC-25,Sorafenib,RTK,8.0
SCC9_UPPER_AERODIGESTIVE_TRACT,SCC-9,Sorafenib,RTK,8.0
SF126_CENTRAL_NERVOUS_SYSTEM,SF126,Sorafenib,RTK,6.239183426
SF295_CENTRAL_NERVOUS_SYSTEM,SF-295,Sorafenib,RTK,8.0
SF8657,SF8657,Sorafenib,RTK,8.0
SH10TC_STOMACH,SH-10-TC,Sorafenib,RTK,8.0
SHP77_LUNG,SHP-77,Sorafenib,RTK,8.0
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SIG-M5,Sorafenib,RTK,5.054609299
SIMA_AUTONOMIC_GANGLIA,SIMA,Sorafenib,RTK,4.717532419
SJRH30_SOFT_TISSUE,SJRH30,Sorafenib,RTK,7.896643639
SJSA1_BONE,SJSA-1,Sorafenib,RTK,8.0
SKBR3_BREAST,SK-BR-3,Sorafenib,RTK,8.0
SKCO1_LARGE_INTESTINE,SK-CO-1,Sorafenib,RTK,8.0
SKES1_BONE,SK-ES-1,Sorafenib,RTK,8.0
SKHEP1_LIVER,SK-HEP-1,Sorafenib,RTK,8.0
SKLMS1_SOFT_TISSUE,SK-LMS-1,Sorafenib,RTK,8.0
SKLU1_LUNG,SK-LU-1,Sorafenib,RTK,8.0
SKMEL2_SKIN,SK-MEL-2,Sorafenib,RTK,8.0
SKMEL24_SKIN,SK-MEL-24,Sorafenib,RTK,8.0
SKMEL30_SKIN,SK-MEL-30,Sorafenib,RTK,7.425682068
SKMEL31_SKIN,SK-MEL-31,Sorafenib,RTK,8.0
SKMEL5_SKIN,SK-MEL-5,Sorafenib,RTK,7.074476242
SKMES1_LUNG,SK-MES-1,Sorafenib,RTK,8.0
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SK-MM-2,Sorafenib,RTK,4.777966022
SKNAS_AUTONOMIC_GANGLIA,SK-N-AS,Sorafenib,RTK,8.0
SKNBE2_AUTONOMIC_GANGLIA,SK-N-BE(2),Sorafenib,RTK,8.0
SKNDZ_AUTONOMIC_GANGLIA,SK-N-DZ,Sorafenib,RTK,8.0
SKNFI_AUTONOMIC_GANGLIA,SK-N-FI,Sorafenib,RTK,8.0
SKNSH_AUTONOMIC_GANGLIA,SK-N-SH,Sorafenib,RTK,8.0
SKOV3_OVARY,SK-OV-3,Sorafenib,RTK,8.0
SNGM_ENDOMETRIUM,SNG-M,Sorafenib,RTK,8.0
SNU1_STOMACH,SNU-1,Sorafenib,RTK,3.844271421
