CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,IC50 (uM)
SNU16_STOMACH,SNU-16,Sorafenib,RTK,8.0
SNU182_LIVER,SNU-182,Sorafenib,RTK,8.0
SNU387_LIVER,SNU-387,Sorafenib,RTK,8.0
SNU398_LIVER,SNU-398,Sorafenib,RTK,8.0
SNU423_LIVER,SNU-423,Sorafenib,RTK,8.0
SNU449_LIVER,SNU-449,Sorafenib,RTK,8.0
SNU475_LIVER,SNU-475,Sorafenib,RTK,8.0
SNUC2A_LARGE_INTESTINE,SNU-C2A,Sorafenib,RTK,8.0
SNUC2B,SNU-C2B,Sorafenib,RTK,8.0
SQ1_LUNG,Sq-1,Sorafenib,RTK,8.0
SU8686_PANCREAS,SU.86.86,Sorafenib,RTK,8.0
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-10,Sorafenib,RTK,8.0
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-4,Sorafenib,RTK,4.566555023
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-6,Sorafenib,RTK,5.623217879
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-8,Sorafenib,RTK,2.223050764
SUIT2_PANCREAS,SUIT-2,Sorafenib,RTK,7.185978889
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-M2,Sorafenib,RTK,8.0
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-T1,Sorafenib,RTK,8.0
SW1088_CENTRAL_NERVOUS_SYSTEM,SW 1088,Sorafenib,RTK,8.0
SW1271_LUNG,SW 1271,Sorafenib,RTK,8.0
SW1353_BONE,SW 1353,Sorafenib,RTK,8.0
SW1417_LARGE_INTESTINE,SW1417,Sorafenib,RTK,8.0
SW1573_LUNG,SW 1573,Sorafenib,RTK,8.0
SW1990_PANCREAS,SW 1990,Sorafenib,RTK,8.0
SW403_LARGE_INTESTINE,SW403,Sorafenib,RTK,8.0
SW48_LARGE_INTESTINE,SW48,Sorafenib,RTK,8.0
SW480_LARGE_INTESTINE,SW480,Sorafenib,RTK,7.946047783
SW579_THYROID,SW579,Sorafenib,RTK,8.0
SW620_LARGE_INTESTINE,SW620,Sorafenib,RTK,8.0
SW780_URINARY_TRACT,SW 780,Sorafenib,RTK,8.0
SW900_LUNG,SW 900,Sorafenib,RTK,8.0
T24_URINARY_TRACT,T24,Sorafenib,RTK,8.0
T3M10_LUNG,T3M-10,Sorafenib,RTK,8.0
T47D_BREAST,T-47D,Sorafenib,RTK,8.0
T84_LARGE_INTESTINE,T84,Sorafenib,RTK,8.0
T98G_CENTRAL_NERVOUS_SYSTEM,T98G,Sorafenib,RTK,8.0
TC71_BONE,TC-71,Sorafenib,RTK,8.0
TCCSUP_URINARY_TRACT,TCCSUP,Sorafenib,RTK,8.0
TE1_OESOPHAGUS,TE-1,Sorafenib,RTK,8.0
TE11_OESOPHAGUS,TE-11,Sorafenib,RTK,8.0
TE15_OESOPHAGUS,TE-15,Sorafenib,RTK,8.0
TE5_OESOPHAGUS,TE-5,Sorafenib,RTK,8.0
TE617T_SOFT_TISSUE,TE 617.T,Sorafenib,RTK,5.759644985
TE9_OESOPHAGUS,TE-9,Sorafenib,RTK,7.270143032
TEN_ENDOMETRIUM,TEN,Sorafenib,RTK,8.0
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Toledo,Sorafenib,RTK,8.0
TOV112D_OVARY,TOV-112D,Sorafenib,RTK,7.147336483
TOV21G_OVARY,TOV-21G,Sorafenib,RTK,7.684823513
TT2609C02_THYROID,TT2609-C02,Sorafenib,RTK,8.0
TYKNU_OVARY,TYK-nu,Sorafenib,RTK,7.718305111
U118MG_CENTRAL_NERVOUS_SYSTEM,U-118 MG,Sorafenib,RTK,8.0
U2OS_BONE,U-2 OS,Sorafenib,RTK,8.0
U87MG_CENTRAL_NERVOUS_SYSTEM,U-87 MG,Sorafenib,RTK,8.0
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,U-937,Sorafenib,RTK,8.0
UACC257_SKIN,UACC-257,Sorafenib,RTK,8.0
UACC62_SKIN,UACC-62,Sorafenib,RTK,8.0
UACC812_BREAST,UACC-812,Sorafenib,RTK,8.0
UMUC3_URINARY_TRACT,UM-UC-3,Sorafenib,RTK,8.0
VMRCLCD_LUNG,VMRC-LCD,Sorafenib,RTK,8.0
VMRCRCW_KIDNEY,VMRC-RCW,Sorafenib,RTK,7.122237206
VMRCRCZ_KIDNEY,VMRC-RCZ,Sorafenib,RTK,8.0
WM115_SKIN,WM-115,Sorafenib,RTK,8.0
WM1799_SKIN,WM1799,Sorafenib,RTK,8.0
WM2664_SKIN,WM-266-4,Sorafenib,RTK,8.0
WM793_SKIN,WM-793,Sorafenib,RTK,8.0
WM88_SKIN,WM-88,Sorafenib,RTK,8.0
WM983B_SKIN,WM-983B,Sorafenib,RTK,7.312819004
YKG1_CENTRAL_NERVOUS_SYSTEM,YKG1,Sorafenib,RTK,8.0
ZR751_BREAST,ZR-75-1,Sorafenib,RTK,8.0
ZR7530_BREAST,ZR-75-30,Sorafenib,RTK,0.17081114
1321N1_CENTRAL_NERVOUS_SYSTEM,1321N1,PD-0325901,MEK,8.0
22RV1_PROSTATE,22Rv1,PD-0325901,MEK,8.0
42MGBA_CENTRAL_NERVOUS_SYSTEM,42-MG-BA,PD-0325901,MEK,5.87059021
5637_URINARY_TRACT,5637,PD-0325901,MEK,8.0
639V_URINARY_TRACT,639-V,PD-0325901,MEK,8.0
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,697,PD-0325901,MEK,8.0
769P_KIDNEY,769-P,PD-0325901,MEK,1.454271674
786O_KIDNEY,786-O,PD-0325901,MEK,8.0
8305C_THYROID,8305C,PD-0325901,MEK,0.544444621
8505C_THYROID,8505C,PD-0325901,MEK,0.377883375
8MGBA_CENTRAL_NERVOUS_SYSTEM,8-MG-BA,PD-0325901,MEK,8.0
A172_CENTRAL_NERVOUS_SYSTEM,A172,PD-0325901,MEK,8.0
A204_SOFT_TISSUE,A-204,PD-0325901,MEK,5.23065485
A2058_SKIN,A2058,PD-0325901,MEK,0.202899247
A253_SALIVARY_GLAND,A-253,PD-0325901,MEK,8.0
A2780_OVARY,A2780,PD-0325901,MEK,0.064197071
A375_SKIN,A-375,PD-0325901,MEK,0.007476748
A549_LUNG,A549,PD-0325901,MEK,0.171543315
A673_BONE,A-673,PD-0325901,MEK,8.0
ACHN_KIDNEY,ACHN,PD-0325901,MEK,8.0
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL-SIL,PD-0325901,MEK,8.0
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AMO-1,PD-0325901,MEK,0.739885271
AN3CA_ENDOMETRIUM,AN3 CA,PD-0325901,MEK,8.0
ASPC1_PANCREAS,AsPC-1,PD-0325901,MEK,0.138186365
AU565_BREAST,AU565,PD-0325901,MEK,8.0
AZ521_STOMACH,AZ-521,PD-0325901,MEK,4.413446426
BCPAP_THYROID,B-CPAP,PD-0325901,MEK,1.604760051
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BDCM,PD-0325901,MEK,0.324745417
BFTC909_KIDNEY,BFTC-909,PD-0325901,MEK,8.0
BGC823_STOMACH,BGC-823,PD-0325901,MEK,8.0
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BL-41,PD-0325901,MEK,8.0
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BL-70,PD-0325901,MEK,8.0
BT20_BREAST,BT-20,PD-0325901,MEK,8.0
BT474_BREAST,BT-474,PD-0325901,MEK,8.0
BT549_BREAST,BT-549,PD-0325901,MEK,8.0
BXPC3_PANCREAS,BxPC-3,PD-0325901,MEK,0.252431244
C2BBE1_LARGE_INTESTINE,C2BBe1,PD-0325901,MEK,8.0
C32_SKIN,C32,PD-0325901,MEK,0.089522883
C3A_LIVER,C3A,PD-0325901,MEK,0.687534392
CAKI2_KIDNEY,Caki-2,PD-0325901,MEK,3.027319193
CAL12T_LUNG,CAL-12T,PD-0325901,MEK,0.309053719
CAL27_UPPER_AERODIGESTIVE_TRACT,CAL 27,PD-0325901,MEK,0.133890107
CAL78_BONE,CAL-78,PD-0325901,MEK,8.0
CAL851_BREAST,CAL-85-1,PD-0325901,MEK,0.679533243
CALU1_LUNG,Calu-1,PD-0325901,MEK,8.0
CALU3_LUNG,Calu-3,PD-0325901,MEK,3.064517498
CALU6_LUNG,Calu-6,PD-0325901,MEK,0.162139654
CAMA1_BREAST,CAMA-1,PD-0325901,MEK,8.0
CAPAN2_PANCREAS,Capan-2,PD-0325901,MEK,0.077857971
CAS1_CENTRAL_NERVOUS_SYSTEM,CAS-1,PD-0325901,MEK,8.0
CCK81_LARGE_INTESTINE,CCK-81,PD-0325901,MEK,0.719762087
CHL1_SKIN,CHL-1,PD-0325901,MEK,8.0
CHP212_AUTONOMIC_GANGLIA,CHP-212,PD-0325901,MEK,0.005780043
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CI-1,PD-0325901,MEK,8.0
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CMK-86,PD-0325901,MEK,8.0
COLO201_LARGE_INTESTINE,COLO 201,PD-0325901,MEK,0.006378752
COLO205_LARGE_INTESTINE,COLO 205,PD-0325901,MEK,0.00600136
COLO320_LARGE_INTESTINE,COLO-320,PD-0325901,MEK,8.0
COLO677_LUNG,COLO-677,PD-0325901,MEK,1.964872479
COLO678_LARGE_INTESTINE,COLO-678,PD-0325901,MEK,0.227784306
COLO679_SKIN,COLO-679,PD-0325901,MEK,0.012509198
COLO699_LUNG,COLO-699,PD-0325901,MEK,8.0
COLO741_SKIN,COLO 741,PD-0325901,MEK,0.217735618
CORL105_LUNG,COR-L105,PD-0325901,MEK,1.19507885
CORL23_LUNG,COR-L23,PD-0325901,MEK,8.0
COV318_OVARY,COV318,PD-0325901,MEK,8.0
COV504_OVARY,COV504,PD-0325901,MEK,8.0
DAOY_CENTRAL_NERVOUS_SYSTEM,Daoy,PD-0325901,MEK,8.0
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,DBTRG-05MG,PD-0325901,MEK,8.0
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DEL,PD-0325901,MEK,8.0
DETROIT562_UPPER_AERODIGESTIVE_TRACT,Detroit 562,PD-0325901,MEK,8.0
DKMG_CENTRAL_NERVOUS_SYSTEM,DK-MG,PD-0325901,MEK,8.0
DMS114_LUNG,DMS 114,PD-0325901,MEK,8.0
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DOHH-2,PD-0325901,MEK,8.0
DOV13_OVARY,DOV13,PD-0325901,MEK,8.0
DU145_PROSTATE,DU 145,PD-0325901,MEK,8.0
DV90_LUNG,DV-90,PD-0325901,MEK,0.065534264
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB1,PD-0325901,MEK,8.0
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB2,PD-0325901,MEK,8.0
EBC1_LUNG,EBC-1,PD-0325901,MEK,0.045943316
EFE184_ENDOMETRIUM,EFE-184,PD-0325901,MEK,8.0
EFM19_BREAST,EFM-19,PD-0325901,MEK,8.0
EFO21_OVARY,EFO-21,PD-0325901,MEK,8.0
EFO27_OVARY,EFO-27,PD-0325901,MEK,8.0
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EM-2,PD-0325901,MEK,0.034289107
EN_ENDOMETRIUM,EN,PD-0325901,MEK,8.0
ES2_OVARY,ES-2,PD-0325901,MEK,0.131824732
ESS1_ENDOMETRIUM,ESS-1,PD-0325901,MEK,8.0
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,F-36P,PD-0325901,MEK,0.101642273
FADU_UPPER_AERODIGESTIVE_TRACT,FaDu,PD-0325901,MEK,2.066126823
FU97_STOMACH,FU97,PD-0325901,MEK,0.362124264
FUOV1_OVARY,FU-OV-1,PD-0325901,MEK,3.074702978
G361_SKIN,G-361,PD-0325901,MEK,0.024077827
G401_SOFT_TISSUE,G-401,PD-0325901,MEK,2.883607388
G402_SOFT_TISSUE,G-402,PD-0325901,MEK,8.0
GAMG_CENTRAL_NERVOUS_SYSTEM,GAMG,PD-0325901,MEK,8.0
GB1_CENTRAL_NERVOUS_SYSTEM,GB-1,PD-0325901,MEK,1.90375483
GCIY_STOMACH,GCIY,PD-0325901,MEK,5.583405495
GCT_SOFT_TISSUE,GCT,PD-0325901,MEK,8.0
GI1_CENTRAL_NERVOUS_SYSTEM,GI-1,PD-0325901,MEK,8.0
GLC82_LUNG,GLC-82,PD-0325901,MEK,8.0
GMS10_CENTRAL_NERVOUS_SYSTEM,GMS-10,PD-0325901,MEK,8.0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,GRANTA-519,PD-0325901,MEK,8.0
H4_CENTRAL_NERVOUS_SYSTEM,H4,PD-0325901,MEK,8.0
HARA_LUNG,HARA,PD-0325901,MEK,5.792830944
HCC1187_BREAST,HCC1187,PD-0325901,MEK,8.0
HCC1395_BREAST,HCC1395,PD-0325901,MEK,8.0
HCC15_LUNG,HCC-15,PD-0325901,MEK,8.0
HCC1569_BREAST,HCC1569,PD-0325901,MEK,8.0
HCC1806_BREAST,HCC1806,PD-0325901,MEK,8.0
HCC1954_BREAST,HCC1954,PD-0325901,MEK,8.0
HCC2935_LUNG,HCC2935,PD-0325901,MEK,8.0
HCC4006_LUNG,HCC4006,PD-0325901,MEK,3.165573597
HCC44_LUNG,HCC-44,PD-0325901,MEK,3.420663357
HCC56_LARGE_INTESTINE,HCC-56,PD-0325901,MEK,0.010615913
HCC70_BREAST,HCC70,PD-0325901,MEK,1.253405809
HCC78_LUNG,HCC-78,PD-0325901,MEK,8.0
HCC827_LUNG,HCC827,PD-0325901,MEK,8.0
HCT116_LARGE_INTESTINE,HCT 116,PD-0325901,MEK,0.202401146
HCT15_LARGE_INTESTINE,HCT-15,PD-0325901,MEK,8.0
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HD-MY-Z,PD-0325901,MEK,0.022050716
HDQP1_BREAST,HDQ-P1,PD-0325901,MEK,5.738184452
HEC151_ENDOMETRIUM,HEC-151,PD-0325901,MEK,0.08198344
HEC1A_ENDOMETRIUM,HEC-1-A,PD-0325901,MEK,8.0
HEC1B_ENDOMETRIUM,HEC-1-B,PD-0325901,MEK,8.0
HEC251_ENDOMETRIUM,HEC-251,PD-0325901,MEK,8.0
HEC265_ENDOMETRIUM,HEC-265,PD-0325901,MEK,8.0
HEC59_ENDOMETRIUM,HEC-59,PD-0325901,MEK,8.0
HEC6_ENDOMETRIUM,HEC-6,PD-0325901,MEK,8.0
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL 92.1.7,PD-0325901,MEK,8.0
HEP3B217_LIVER,Hep 3B2.1-7,PD-0325901,MEK,0.847085655
HEPG2_LIVER,Hep G2,PD-0325901,MEK,0.022851815
HEYA8_OVARY,Hey-A8,PD-0325901,MEK,0.636340976
HGC27_STOMACH,HGC-27,PD-0325901,MEK,8.0
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HH,PD-0325901,MEK,8.0
HLE_LIVER,HLE,PD-0325901,MEK,8.0
HLF_LIVER,HLF,PD-0325901,MEK,8.0
HMC18_BREAST,HMC-1-8,PD-0325901,MEK,0.036374319
HMCB_SKIN,HMCB,PD-0325901,MEK,5.477803707
HOS_BONE,HOS,PD-0325901,MEK,8.0
HPAC_PANCREAS,HPAC,PD-0325901,MEK,0.209011331
HPAFII_PANCREAS,HPAF-II,PD-0325901,MEK,0.566682398
HS229T_LUNG,Hs 229.T,PD-0325901,MEK,8.0
HS294T_SKIN,Hs 294T,PD-0325901,MEK,8.0
HS578T_BREAST,Hs 578T,PD-0325901,MEK,8.0
HS683_CENTRAL_NERVOUS_SYSTEM,Hs 683,PD-0325901,MEK,8.0
HS695T_SKIN,Hs 695T,PD-0325901,MEK,0.237993121
HS729_SOFT_TISSUE,Hs 729,PD-0325901,MEK,8.0
HS739T_BREAST,Hs 739.T,PD-0325901,MEK,8.0
HS746T_STOMACH,Hs 746T,PD-0325901,MEK,2.000169039
HS766T_PANCREAS,Hs 766T,PD-0325901,MEK,0.01714126
HS840T_UPPER_AERODIGESTIVE_TRACT,Hs 840.T,PD-0325901,MEK,8.0
HS852T_SKIN,Hs 852.T,PD-0325901,MEK,1.339613318
HS895T_SKIN,Hs 895.T,PD-0325901,MEK,0.716822829
HS936T_SKIN,Hs 936.T,PD-0325901,MEK,0.042563576
HS939T_SKIN,Hs 939.T,PD-0325901,MEK,0.041808613
HS944T_SKIN,Hs 944.T,PD-0325901,MEK,0.143660545
HSC2_UPPER_AERODIGESTIVE_TRACT,HSC-2,PD-0325901,MEK,8.0
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HT,PD-0325901,MEK,8.0
HT1080_SOFT_TISSUE,HT-1080,PD-0325901,MEK,0.446043372
HT1197_URINARY_TRACT,HT-1197,PD-0325901,MEK,8.0
HT1376_URINARY_TRACT,HT-1376,PD-0325901,MEK,8.0
HT144_SKIN,HT-144,PD-0325901,MEK,0.019130703
HT29_LARGE_INTESTINE,HT-29,PD-0325901,MEK,0.011746166
HUCCT1_BILIARY_TRACT,HuCCT1,PD-0325901,MEK,1.695538163
HUH1_LIVER,huH-1,PD-0325901,MEK,2.671397686
HUPT3_PANCREAS,HUP-T3,PD-0325901,MEK,0.355318874
HUPT4_PANCREAS,HUP-T4,PD-0325901,MEK,0.066378251
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HuT 78,PD-0325901,MEK,0.017062185
IALM_LUNG,IA-LM,PD-0325901,MEK,8.0
IGR37_SKIN,IGR-37,PD-0325901,MEK,0.021839682
IGR39_SKIN,IGR-39,PD-0325901,MEK,6.818576091
IGROV1_OVARY,IGROV1,PD-0325901,MEK,8.0
IM95_STOMACH,IM95,PD-0325901,MEK,0.19030641
IMR32_AUTONOMIC_GANGLIA,IMR-32,PD-0325901,MEK,8.0
IPC298_SKIN,IPC-298,PD-0325901,MEK,0.006270713
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,Ishikawa (Heraklio) 02 ER-,PD-0325901,MEK,8.0
ISTMES1_PLEURA,IST-MES1,PD-0325901,MEK,8.0
ISTMES2_PLEURA,IST-MES2,PD-0325901,MEK,8.0
J82_URINARY_TRACT,J82,PD-0325901,MEK,8.0
JHH2_LIVER,JHH-2,PD-0325901,MEK,6.222815514
JHH4_LIVER,JHH-4,PD-0325901,MEK,2.750053167
JHH5_LIVER,JHH-5,PD-0325901,MEK,0.288739204
JHH6_LIVER,JHH-6,PD-0325901,MEK,8.0
JHH7_LIVER,JHH-7,PD-0325901,MEK,0.476406842
JHOS2_OVARY,JHOS-2,PD-0325901,MEK,8.0
JHOS4_OVARY,JHOS-4,PD-0325901,MEK,8.0
JHUEM2_ENDOMETRIUM,JHUEM-2,PD-0325901,MEK,5.034770489
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JM1,PD-0325901,MEK,8.0
JMSU1_URINARY_TRACT,JMSU-1,PD-0325901,MEK,1.420838833
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JURKAT,PD-0325901,MEK,8.0
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JVM-3,PD-0325901,MEK,8.0
K029AX_SKIN,K029AX,PD-0325901,MEK,0.080208279
KALS1_CENTRAL_NERVOUS_SYSTEM,KALS-1,PD-0325901,MEK,2.966596365
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-299,PD-0325901,MEK,0.644625247
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-422,PD-0325901,MEK,8.0
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-620,PD-0325901,MEK,0.015687533
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KASUMI-2,PD-0325901,MEK,8.0
KCIMOH1_PANCREAS,KCI-MOH1,PD-0325901,MEK,0.392702222
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KCL-22,PD-0325901,MEK,0.054352019
KE39_STOMACH,KE-39,PD-0325901,MEK,6.011958599
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KE-97,PD-0325901,MEK,8.0
KELLY_AUTONOMIC_GANGLIA,KELLY,PD-0325901,MEK,8.0
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KG-1,PD-0325901,MEK,0.371464181
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KHM-1B,PD-0325901,MEK,8.0
KLE_ENDOMETRIUM,KLE,PD-0325901,MEK,8.0
KMBC2_URINARY_TRACT,KMBC-2,PD-0325901,MEK,1.145538807
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMM-1,PD-0325901,MEK,1.129081249
KMRC1_KIDNEY,KMRC-1,PD-0325901,MEK,8.0
KMRC2_KIDNEY,KMRC-2,PD-0325901,MEK,8.0
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-11,PD-0325901,MEK,8.0
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-12-BM,PD-0325901,MEK,8.0
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-26,PD-0325901,MEK,8.0
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-34,PD-0325901,MEK,8.0
KNS42_CENTRAL_NERVOUS_SYSTEM,KNS-42,PD-0325901,MEK,8.0
KNS60_CENTRAL_NERVOUS_SYSTEM,KNS-60,PD-0325901,MEK,8.0
KNS62_LUNG,KNS-62,PD-0325901,MEK,1.194876909
KNS81_CENTRAL_NERVOUS_SYSTEM,KNS-81,PD-0325901,MEK,8.0
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KO52,PD-0325901,MEK,0.004738287
KP1N_PANCREAS,KP-1N,PD-0325901,MEK,8.0
KP1NL_PANCREAS,KP-1NL,PD-0325901,MEK,8.0
KP2_PANCREAS,KP-2,PD-0325901,MEK,0.033684015
KP3_PANCREAS,KP-3,PD-0325901,MEK,2.182970047
KP4_PANCREAS,KP4,PD-0325901,MEK,2.774494648
KPNSI9S_AUTONOMIC_GANGLIA,KP-N-SI9s,PD-0325901,MEK,0.098736674
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KU812,PD-0325901,MEK,0.042091515
KURAMOCHI_OVARY,KURAMOCHI,PD-0325901,MEK,8.0
KYM1_SOFT_TISSUE,KYM-1,PD-0325901,MEK,1.93816185
KYSE140_OESOPHAGUS,KYSE-140,PD-0325901,MEK,2.105214119
KYSE150_OESOPHAGUS,KYSE-150,PD-0325901,MEK,8.0
KYSE180_OESOPHAGUS,KYSE-180,PD-0325901,MEK,8.0
KYSE30_OESOPHAGUS,KYSE-30,PD-0325901,MEK,0.084109992
KYSE410_OESOPHAGUS,KYSE-410,PD-0325901,MEK,8.0
KYSE450_OESOPHAGUS,KYSE-450,PD-0325901,MEK,6.272626877
KYSE510_OESOPHAGUS,KYSE-510,PD-0325901,MEK,8.0
KYSE520_OESOPHAGUS,KYSE-520,PD-0325901,MEK,2.899242401
KYSE70_OESOPHAGUS,KYSE-70,PD-0325901,MEK,0.640863359
L33_PANCREAS,L3.3,PD-0325901,MEK,8.0
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-363,PD-0325901,MEK,8.0
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-428,PD-0325901,MEK,8.0
LC1SQSF_LUNG,LC-1/sq-SF,PD-0325901,MEK,8.0
LCLC103H_LUNG,LCLC-103H,PD-0325901,MEK,8.0
LN18_CENTRAL_NERVOUS_SYSTEM,LN-18,PD-0325901,MEK,8.0
LN229_CENTRAL_NERVOUS_SYSTEM,LN-229,PD-0325901,MEK,4.980614185
LOUNH91_LUNG,LOU-NH91,PD-0325901,MEK,8.0
LOXIMVI_SKIN,LOX IMVI,PD-0325901,MEK,1.002676487
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LP-1,PD-0325901,MEK,8.0
LS123_LARGE_INTESTINE,LS123,PD-0325901,MEK,8.0
LS411N_LARGE_INTESTINE,LS411N,PD-0325901,MEK,0.013036346
LS513_LARGE_INTESTINE,LS513,PD-0325901,MEK,0.031874225
LU99_LUNG,LU99,PD-0325901,MEK,0.253714144
LUDLU1_LUNG,LUDLU-1,PD-0325901,MEK,8.0
M059J,M059J,PD-0325901,MEK,8.0
MALME3M_SKIN,Malme-3M,PD-0325901,MEK,0.004154827
MB157_BREAST,MB 157,PD-0325901,MEK,8.0
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MC116,PD-0325901,MEK,8.0
MCAS_OVARY,MCAS,PD-0325901,MEK,0.94524008
MCF7_BREAST,MCF7,PD-0325901,MEK,8.0
MDAMB157_BREAST,MDA-MB-157,PD-0325901,MEK,8.0
MDAMB175VII_BREAST,MDA-MB-175-VII,PD-0325901,MEK,3.983871937
MDAMB415_BREAST,MDA-MB-415,PD-0325901,MEK,8.0
MDAMB435S_SKIN,MDA-MB-435S,PD-0325901,MEK,0.027077457
MDAMB436_BREAST,MDA-MB-436,PD-0325901,MEK,8.0
MDAMB453_BREAST,MDA-MB-453,PD-0325901,MEK,2.751912594
MDAMB468_BREAST,MDA-MB-468,PD-0325901,MEK,8.0
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEC-1,PD-0325901,MEK,8.0
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MEG-01,PD-0325901,MEK,0.276277214
MELHO_SKIN,MEL-HO,PD-0325901,MEK,0.01382275
MESSA_SOFT_TISSUE,MES-SA,PD-0325901,MEK,8.0
MEWO_SKIN,MeWo,PD-0325901,MEK,8.0
MFE280_ENDOMETRIUM,MFE-280,PD-0325901,MEK,8.0
MFE296_ENDOMETRIUM,MFE-296,PD-0325901,MEK,7.721744537
MFE319_ENDOMETRIUM,MFE-319,PD-0325901,MEK,2.332025623
MG63_BONE,MG-63,PD-0325901,MEK,8.0
MHHES1_BONE,MHH-ES-1,PD-0325901,MEK,0.026637657
MIAPACA2_PANCREAS,MIA PaCa-2,PD-0325901,MEK,0.064959936
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Mino,PD-0325901,MEK,8.0
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MJ,PD-0325901,MEK,8.0
MKN45_STOMACH,MKN-45,PD-0325901,MEK,0.287491083
MKN7_STOMACH,MKN7,PD-0325901,MEK,8.0
MKN74_STOMACH,MKN74,PD-0325901,MEK,8.0
MOGGCCM_CENTRAL_NERVOUS_SYSTEM,MOG-G-CCM,PD-0325901,MEK,8.0
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLP-8,PD-0325901,MEK,8.0
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT-16,PD-0325901,MEK,8.0
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MONO-MAC-1,PD-0325901,MEK,8.0
MORCPR_LUNG,MOR/CPR,PD-0325901,MEK,8.0
MPP89_PLEURA,MPP 89,PD-0325901,MEK,8.0
MSTO211H_PLEURA,MSTO-211H,PD-0325901,MEK,1.102446795
